,symbol,name,slug,logo,type,objectID,_highlightResult,popularity,tokenName,tagline,lastUpdated
62,APPC,AppCoins,appcoins,https://messari.io/asset-images/70994511-98b8-4312-b4da-79ddd24e6a63/128.png,asset,70994511-98b8-4312-b4da-79ddd24e6a63,"{'symbol': {'value': '<b>A</b>PPC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ppCoins', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",4.0,AppCoins,Cryptocurrency for app stores,
63,ACM,Actinium,actinium,https://messari.io/asset-images/6d4946c7-a23f-4658-af6a-f765e483ea3a/128.png,asset,6d4946c7-a23f-4658-af6a-f765e483ea3a,"{'symbol': {'value': '<b>A</b>CM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ctinium', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",4.0,Actinium,A cryptocurrency designed to stand apart from scammy projects,
64,ABA,EcosBall,ecosball,https://messari.io/asset-images/6cb670a1-7654-4b60-8491-0035ee9dc0f1/128.png,asset,6cb670a1-7654-4b60-8491-0035ee9dc0f1,"{'symbol': {'value': '<b>A</b>BA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'EcosBall', 'matchLevel': 'none', 'matchedWords': []}}",4.0,,,
65,ARCT,ArbitrageCT,arbitragect,https://messari.io/asset-images/12ab6437-8f39-4fdb-a5bf-a00e1a0fd5d7/128.png,asset,12ab6437-8f39-4fdb-a5bf-a00e1a0fd5d7,"{'symbol': {'value': '<b>A</b>RCT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>rbitrageCT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",4.0,,,
66,ALX,ALAX,alax,https://messari.io/asset-images/0eba3a37-1bf3-44c6-a7b1-273a16b60e2a/128.png,asset,0eba3a37-1bf3-44c6-a7b1-273a16b60e2a,"{'symbol': {'value': '<b>A</b>LX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>LAX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",4.0,,,
67,AGR,Autograde,autograde,https://messari.io/asset-images/014c70f4-f2ed-4f40-a3d1-f08d9ebce5a5/128.png,asset,014c70f4-f2ed-4f40-a3d1-f08d9ebce5a5,"{'symbol': {'value': '<b>A</b>GR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>utograde', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",4.0,,,
68,AF-PRESALEDAO,PresaleDAO,presaledao,https://messari.io/asset-images/005bcb30-7c92-4bae-9051-ac914e158cff/128.png,asset,005bcb30-7c92-4bae-9051-ac914e158cff,"{'symbol': {'value': '<b>A</b>F-PRESALEDAO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'PresaleDAO', 'matchLevel': 'none', 'matchedWords': []}}",4.0,,,
69,AWC,Atomic Wallet Coin,atomic-wallet-coin,https://messari.io/asset-images/3f73eb93-8790-404c-b9c0-83f2990ad288/128.png,asset,3f73eb93-8790-404c-b9c0-83f2990ad288,"{'symbol': {'value': '<b>A</b>WC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>tomic Wallet Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",3.0,Atomic Wallet Coin,Internal currency for Atomic Wallet users,
70,AMP,HyperSpace,hyperspace,https://messari.io/asset-images/3881406b-c4b1-4699-a242-aab303f946ff/128.png,asset,3881406b-c4b1-4699-a242-aab303f946ff,"{'symbol': {'value': '<b>A</b>MP', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'HyperSpace', 'matchLevel': 'none', 'matchedWords': []}}",3.0,,,
71,ABL,Airbloc,airbloc,https://messari.io/asset-images/0b3a6ef0-7b87-4d3c-8d60-d7a3ec6c22ee/128.png,asset,0b3a6ef0-7b87-4d3c-8d60-d7a3ec6c22ee,"{'symbol': {'value': '<b>A</b>BL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>irbloc', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",3.0,,Data marketplace,
72,AUTUMNCOIN,Autumncoin,autumncoin,https://messari.io/asset-images/07d33a2e-28cd-461b-9ae9-572a790c592a/128.png,asset,07d33a2e-28cd-461b-9ae9-572a790c592a,"{'symbol': {'value': '<b>A</b>UTUMNCOIN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>utumncoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",3.0,,,
73,APPLE,Apple Fruit,apple-fruit,https://messari.io/asset-images/00952ae4-4296-42f2-9a62-a954674669c6/128.png,asset,00952ae4-4296-42f2-9a62-a954674669c6,"{'symbol': {'value': '<b>A</b>PPLE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>pple Fruit', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",3.0,,,
74,ALT,Altcoin,altcoin,https://messari.io/asset-images/dd3c3ae8-7de8-4d67-bd56-5adeca2586ea/128.png,asset,dd3c3ae8-7de8-4d67-bd56-5adeca2586ea,"{'symbol': {'value': '<b>A</b>LT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ltcoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
75,AIDOC,AI Doctor,ai-doctor,https://messari.io/asset-images/d655aee8-027f-4d0f-846a-d7d7cf414ac3/128.png,asset,d655aee8-027f-4d0f-846a-d7d7cf414ac3,"{'symbol': {'value': '<b>A</b>IDOC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>I Doctor', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
76,ABTC,ABTC,abtc,https://messari.io/asset-images/bcfa197c-e0be-485c-ae76-a5719427aa46/128.png,asset,bcfa197c-e0be-485c-ae76-a5719427aa46,"{'symbol': {'value': '<b>A</b>BTC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>BTC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
77,AOA,AuroraChain,aurorachain,https://messari.io/asset-images/a01c8868-c31d-409f-9434-2b53f57d30ab/128.png,asset,a01c8868-c31d-409f-9434-2b53f57d30ab,"{'symbol': {'value': '<b>A</b>OA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>uroraChain', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,Aurora,,
78,APIS,APIS,apis,https://messari.io/asset-images/9e9f157d-f201-40f3-b085-03aabab6e42d/128.png,asset,9e9f157d-f201-40f3-b085-03aabab6e42d,"{'symbol': {'value': '<b>A</b>PIS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>PIS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
79,AXIOM,Axiom,axiom,https://messari.io/asset-images/87af4860-5f66-4673-b3ef-9cffc21cb3fb/128.png,asset,87af4860-5f66-4673-b3ef-9cffc21cb3fb,"{'symbol': {'value': '<b>A</b>XIOM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>xiom', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
80,AKRO,Akropolis,akropolis,https://messari.io/asset-images/7da6f555-9d3f-4005-a515-3a1960aeef0d/128.png,asset,7da6f555-9d3f-4005-a515-3a1960aeef0d,"{'symbol': {'value': '<b>A</b>KRO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>kropolis', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,Akropolis,Decentralized and autonomous community economies - lending and pensions made simple. An easy to use interface for Group Financial Operations and decision-making.,
81,ABBC,ABBC Coin,abbc-coin,https://messari.io/asset-images/61498408-9763-4fc7-8252-a07fe28b25be/128.png,asset,61498408-9763-4fc7-8252-a07fe28b25be,"{'symbol': {'value': '<b>A</b>BBC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>BBC Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,ABBC Coin,,
82,ANT,Aragon Network,aragon-network,https://messari.io/asset-images/5e1b3515-6707-4f10-9842-07b625bb1796/128.png,asset,5e1b3515-6707-4f10-9842-07b625bb1796,"{'symbol': {'value': '<b>A</b>NT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ragon Network', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,Aragon,Blockchain-based governance & organizations,
83,ALPHA,Alpha Finance,alpha-finance,https://messari.io/asset-images/5d1dbde9-b1c5-4fd8-8e93-43fcdb375569/128.png,asset,5d1dbde9-b1c5-4fd8-8e93-43fcdb375569,"{'symbol': {'value': '<b>A</b>LPHA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lpha Finance', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,Alpha Finance,,
84,AGOR,Agora Coin,agora-coin,https://messari.io/asset-images/5a90417e-294d-4bd7-9ff5-7efffd40c4de/128.png,asset,5a90417e-294d-4bd7-9ff5-7efffd40c4de,"{'symbol': {'value': '<b>A</b>GOR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>gora Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,Agora Coin,A messaging and merchandise platform,
85,APC,Alpha Coin,alpha-coin,https://messari.io/asset-images/197dbea2-397d-40a6-b499-fa9fecfef6f1/128.png,asset,197dbea2-397d-40a6-b499-fa9fecfef6f1,"{'symbol': {'value': '<b>A</b>PC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lpha Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
86,AICR,AI Crypto,ai-crypto,https://messari.io/asset-images/0bd8ceb6-2e10-4e1d-bf04-93ebfb5cf8b6/128.png,asset,0bd8ceb6-2e10-4e1d-bf04-93ebfb5cf8b6,"{'symbol': {'value': '<b>A</b>ICR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>I Crypto', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
87,ABLX,ABLE X,able-x,https://messari.io/asset-images/08d3a889-09ac-4bd5-8d87-c5224cbee93b/128.png,asset,08d3a889-09ac-4bd5-8d87-c5224cbee93b,"{'symbol': {'value': '<b>A</b>BLX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>BLE X', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
88,ADI,Aditus,aditus-1,https://messari.io/asset-images/0751c908-3e96-4a03-8303-f965f10d6394/128.png,asset,0751c908-3e96-4a03-8303-f965f10d6394,"{'symbol': {'value': '<b>A</b>DI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ditus', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
89,AVH,Animation Vision Cash,animation-vision-cash,https://messari.io/asset-images/063247f7-29a6-4c1a-9b7f-b9ab381be5a5/128.png,asset,063247f7-29a6-4c1a-9b7f-b9ab381be5a5,"{'symbol': {'value': '<b>A</b>VH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>nimation Vision Cash', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
90,APEF,ApeFarmer,apefarmer,https://messari.io/asset-images/02845262-0f0e-415e-b370-bcbe94959247/128.png,asset,02845262-0f0e-415e-b370-bcbe94959247,"{'symbol': {'value': '<b>A</b>PEF', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>peFarmer', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
91,AUSD,Alpaca USD,alpaca-usd,https://messari.io/asset-images/00d80d9a-d592-4e67-9eb8-34999d44dc28/128.png,asset,00d80d9a-d592-4e67-9eb8-34999d44dc28,"{'symbol': {'value': '<b>A</b>USD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lpaca USD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,,,
92,ACU,Acuity,acuity,https://messari.io/asset-images/0004e349-6b2a-42b9-9e09-f8679617a9df/128.png,asset,0004e349-6b2a-42b9-9e09-f8679617a9df,"{'symbol': {'value': '<b>A</b>CU', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>cuity', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",2.0,ACU,,
93,ACOIN,Acoin,acoin,https://messari.io/asset-images/e80860a0-16b6-4f25-b5fa-2d84445d9202/128.png,asset,e80860a0-16b6-4f25-b5fa-2d84445d9202,"{'symbol': {'value': '<b>A</b>COIN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
94,ADL,Adelphoi,adelphoi,https://messari.io/asset-images/d76cd387-9b61-468b-8823-9202762ce8a3/128.png,asset,d76cd387-9b61-468b-8823-9202762ce8a3,"{'symbol': {'value': '<b>A</b>DL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>delphoi', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
95,ARC,Advanced Technology Coin,advanced-technology-coin,https://messari.io/asset-images/cbcfb016-53a7-4661-87f7-edb362582ab2/128.png,asset,cbcfb016-53a7-4661-87f7-edb362582ab2,"{'symbol': {'value': '<b>A</b>RC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>dvanced Technology Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
96,ATN,ATN,atn,https://messari.io/asset-images/be951cf3-342b-456b-8962-8bc0f3732e82/128.png,asset,be951cf3-342b-456b-8962-8bc0f3732e82,"{'symbol': {'value': '<b>A</b>TN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>TN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
97,AUR,Auroracoin,auroracoin,https://messari.io/asset-images/a4642f37-a089-4321-8c16-a8033b75d650/128.png,asset,a4642f37-a089-4321-8c16-a8033b75d650,"{'symbol': {'value': '<b>A</b>UR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>uroracoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
98,ACED,AceD,aced,https://messari.io/asset-images/9a701a5d-b284-4494-8088-8db96982fbdc/128.png,asset,9a701a5d-b284-4494-8088-8db96982fbdc,"{'symbol': {'value': '<b>A</b>CED', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ceD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
99,ALICE,Alice,alice,https://messari.io/asset-images/9423d44e-afab-4fb2-b443-b9081983eedc/128.png,asset,9423d44e-afab-4fb2-b443-b9081983eedc,"{'symbol': {'value': '<b>A</b>LICE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lice', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,Alice,,
100,ADAM,ADAM,adam,https://messari.io/asset-images/9249d2a6-7477-483a-b477-04337d74a014/128.png,asset,9249d2a6-7477-483a-b477-04337d74a014,"{'symbol': {'value': '<b>A</b>DAM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>DAM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
101,ABC,Alphabit,alphabit,https://messari.io/asset-images/7374e83e-dc8c-4dcb-897c-16dffc2952cc/128.png,asset,7374e83e-dc8c-4dcb-897c-16dffc2952cc,"{'symbol': {'value': '<b>A</b>BC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lphabit', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
102,AUC,Auctus,auctus,https://messari.io/asset-images/6b410c04-9952-4ca5-b9b8-d1bdd02a5764/128.png,asset,6b410c04-9952-4ca5-b9b8-d1bdd02a5764,"{'symbol': {'value': '<b>A</b>UC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>uctus', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,Smart contract powered pension funds,
103,API3,API3,api3,https://messari.io/asset-images/643e5272-a4d8-4f6e-874c-af9783ceb30a/128.png,asset,643e5272-a4d8-4f6e-874c-af9783ceb30a,"{'symbol': {'value': '<b>A</b>PI3', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>PI3', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,API3,Decentralized APIs for Web3,
104,AERM,Aerium,aerium,https://messari.io/asset-images/639fda56-8634-430a-9bfd-1a39162fb40c/128.png,asset,639fda56-8634-430a-9bfd-1a39162fb40c,"{'symbol': {'value': '<b>A</b>ERM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>erium', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
105,AXS,Axie Infinity,axie-infinity,https://messari.io/asset-images/52b9da0d-1cb2-4de2-bcf2-1b43cbb584c6/128.png,asset,52b9da0d-1cb2-4de2-bcf2-1b43cbb584c6,"{'symbol': {'value': '<b>A</b>XS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>xie Infinity', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,Axie Infinity Shard,,
106,ARK,Ark,ark,https://messari.io/asset-images/3cb2217e-1f57-431c-9dc3-e6c3dd7da578/128.png,asset,3cb2217e-1f57-431c-9dc3-e6c3dd7da578,"{'symbol': {'value': '<b>A</b>RK', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>rk', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,Ark,Interlinked blockchain network,
107,ATOM,Cosmos,cosmos,https://messari.io/asset-images/3385649f-7e22-4260-9995-309f05650e47/128.png,asset,3385649f-7e22-4260-9995-309f05650e47,"{'symbol': {'value': '<b>A</b>TOM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'Cosmos', 'matchLevel': 'none', 'matchedWords': []}}",1.0,ATOM,An Internet of Blockchains,
108,ADB,adbank,adbank-1,https://messari.io/asset-images/2d4afc10-20d9-4551-a5f4-47d74a83df97/128.png,asset,2d4afc10-20d9-4551-a5f4-47d74a83df97,"{'symbol': {'value': '<b>A</b>DB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>a</b>dbank', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
109,ARM,Armory Coin,armory-coin,https://messari.io/asset-images/23ce4153-2217-415d-823e-e443e059d4f7/128.png,asset,23ce4153-2217-415d-823e-e443e059d4f7,"{'symbol': {'value': '<b>A</b>RM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>rmory Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
110,ADF,Ad Flex Token,ad-flex-token,https://messari.io/asset-images/10d04b5a-16a1-4726-9735-37a05a329a15/128.png,asset,10d04b5a-16a1-4726-9735-37a05a329a15,"{'symbol': {'value': '<b>A</b>DF', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>d Flex Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
111,APR,APR Coin,apr-coin,https://messari.io/asset-images/05043b80-ea88-422f-82b7-08fe5f601287/128.png,asset,05043b80-ea88-422f-82b7-08fe5f601287,"{'symbol': {'value': '<b>A</b>PR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>PR Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
112,ASTRO,Astronos,astronos,https://messari.io/asset-images/039113de-cb76-42a3-9f34-ead744d9c5ef/128.png,asset,039113de-cb76-42a3-9f34-ead744d9c5ef,"{'symbol': {'value': '<b>A</b>STRO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>stronos', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
113,ABCD,Crypto Inu,crypto-inu,https://messari.io/asset-images/01d08a17-c7d2-403b-bf30-5818b81df2f1/128.png,asset,01d08a17-c7d2-403b-bf30-5818b81df2f1,"{'symbol': {'value': '<b>A</b>BCD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'Crypto Inu', 'matchLevel': 'none', 'matchedWords': []}}",1.0,,,
114,ARNO,ART-NANO,art-nano,https://messari.io/asset-images/00d97bc7-5cbe-4c4b-8a75-718fdbfcf7dd/128.png,asset,00d97bc7-5cbe-4c4b-8a75-718fdbfcf7dd,"{'symbol': {'value': '<b>A</b>RNO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>RT-NANO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
115,ANG,Aureus Nummus Gold,aureus-nummus-gold,https://messari.io/asset-images/00b99fcd-a56d-4bec-b4f1-313038cbbdbb/128.png,asset,00b99fcd-a56d-4bec-b4f1-313038cbbdbb,"{'symbol': {'value': '<b>A</b>NG', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ureus Nummus Gold', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",1.0,,,
